upazila,district,latitude,longitude,network_type,signal_strength,accuracy,created_at
Nalitabari,Sherpur,25.08333333,90.18527778,Wi-Fi,Good,6,5/13/2025 12:44
Sherpur Sadar,Sherpur,25,90.0167,Wi-Fi,Moderate,0,5/13/2025 12:47
Sreebordi,Sherpur,25.18,89.95,4G,Moderate,0,5/13/2025 12:49
Adamdighi,Bogura,24.81666667,89,4G,Moderate,9,5/13/2025 12:51
Bogura Sadar,Bogura,24.8417,89.375,4G,Low,4,5/13/2025 13:10
Dhunot,Bogura,24.6833,89.5375,Wi-Fi,Moderate,1,5/13/2025 13:12
Dhupchancia,Bogura,24.875,89.17,Wi-Fi,Good,3,5/13/2025 13:16
Gabtali,Bogura,24.875,89.45,4G,Moderate,2,5/13/2025 13:38
Kahaloo,Bogura,24.8167,89.2667,Wi-Fi,Moderate,2,5/13/2025 13:40
Nandigram,Bogura,24.6611,89.2333,4G,Low,8,5/13/2025 13:44
Sariakandi,Bogura,24.8833,89.5667,4G,Moderate,2,5/13/2025 13:50
Shajahanpur,Bogura,24.7604,89.3606,4G,Low,10,5/13/2025 13:52
Sherpur,Bogura,24.66666667,89.41666667,Wi-Fi,Moderate,0,5/13/2025 13:56
Shibganj,Bogura,25.0167,89.3167,4G,Moderate,1,5/13/2025 14:14
Sonatala,Bogura,25.0333,89.4917,4G,Moderate,8,5/13/2025 14:18
Bholahat,Chapainawabganj,24.89,88.22,4G,Good,6,5/13/2025 14:20
Gomostapur,Chapainawabganj,24.86,88.37,4G,Moderate,10,5/13/2025 14:28
Nachol,Chapainawabganj,24.73,88.42,Wi-Fi,Moderate,7,5/13/2025 14:29
Nawabganj Sadar,Chapainawabganj,24.6,88.2667,4G,Low,4,5/13/2025 14:30
Shibganj,Chapainawabganj,24.6833,88.1667,4G,Good,10,5/13/2025 14:33
Akkelpur,Joypurhat,24.975,89.02,4G,Moderate,5,5/13/2025 14:36
Joypurhat Sadar,Joypurhat,25.1,89.03333333,4G,Good,10,5/13/2025 14:41
Kalai,Joypurhat,25.0583,89.1833,4G,Moderate,3,5/13/2025 14:54
Khetlal,Joypurhat,25.025,89.13333333,4G,Good,5,5/13/2025 14:57
Panchbibi,Joypurhat,25.195,89.02,4G,Good,8,5/13/2025 14:57
Atrai,Naogaon,24.61333333,88.97,4G,Low,5,5/13/2025 15:04
Badalgachi,Naogaon,24.96666667,88.9,4G,Moderate,6,5/13/2025 15:17
Dhamoirhat,Naogaon,25.14,88.85,4G,Good,3,5/13/2025 15:24
Manda,Naogaon,24.775,88.67,4G,Moderate,1,5/13/2025 15:41
Mohadevpur,Naogaon,24.9183,88.7483,4G,Good,5,5/13/2025 15:43
Naogaon Sadar,Naogaon,24.805,88.95,4G,Low,8,5/13/2025 15:43
Niamatpur,Naogaon,24.83,88.55,4G,Moderate,3,5/13/2025 15:50
Patnitala,Naogaon,25.05,88.7333,4G,Good,1,5/13/2025 15:53
Porsha,Naogaon,25.025,88.4833,4G,Good,5,5/13/2025 15:53
Raninagar,Naogaon,24.7333,88.975,4G,Moderate,6,5/13/2025 15:55
Sapahar,Naogaon,25.125,88.58166667,4G,Low,4,5/13/2025 15:56
Bagatipara,Natore,24.33,88.945,Wi-Fi,Moderate,5,5/13/2025 15:57
Baraigram,Natore,24.3083,89.1708,4G,Good,0,5/13/2025 16:00
Gurudaspur,Natore,24.3667,89.25,4G,Good,9,5/13/2025 16:04
Lalpur,Natore,24.1833,88.975,Wi-Fi,Good,5,5/13/2025 16:06
Naldanga,Natore,24.4969,88.9605,4G,Low,5,5/13/2025 16:23
Natore Sadar,Natore,24.4139,88.93,4G,Moderate,6,5/13/2025 16:33
Singra,Natore,24.5,89.13333333,4G,Low,4,5/13/2025 16:34
Atghoria,Pabna,24.1333,89.25,4G,Low,1,5/13/2025 16:35
Bera,Pabna,24.0667,89.625,4G,Low,9,5/13/2025 16:39
Bhangura,Pabna,24.225,89.4,4G,Low,4,5/13/2025 16:42
Chatmohar,Pabna,24.23,89.3,4G,Moderate,6,5/13/2025 16:43
Faridpur,Pabna,24.1583,89.4528,Wi-Fi,Moderate,6,5/13/2025 16:44
Ishwardi,Pabna,24.15,89.0667,4G,Low,6,5/13/2025 16:47
Pabna Sadar,Pabna,24.005,89.25,4G,Moderate,2,5/13/2025 16:50
Santhia,Pabna,24.0583,89.5333,Wi-Fi,Low,9,5/13/2025 16:51
Sujanagar,Pabna,23.9167,89.4333,4G,Low,0,5/13/2025 16:58
Bagha,Rajshahi,24.1917,88.8333,4G,Low,5,5/13/2025 17:00
Bagmara,Rajshahi,24.5639,88.8083,4G,Low,6,5/13/2025 17:20
Charghat,Rajshahi,24.2833,88.775,4G,Moderate,1,5/13/2025 17:24
Durgapur,Rajshahi,24.4556,88.7667,4G,Low,6,5/13/2025 17:28
Godagari,Rajshahi,24.4667,88.3306,4G,Low,4,5/13/2025 17:57
Mohanpur,Rajshahi,24.5639,88.65,4G,Low,10,5/13/2025 18:18
Paba,Rajshahi,24.4417,88.6278,4G,Moderate,7,5/13/2025 18:37
Puthia,Rajshahi,24.375,88.85,4G,Good,0,5/13/2025 18:45
Tanore,Rajshahi,24.6028,88.5806,4G,Low,1,5/13/2025 18:46
Belkuchi,Sirajganj,24.2917,89.7,4G,Low,6,5/13/2025 19:05
Chowhali,Sirajganj,24.2111,89.7208,4G,Moderate,5,5/13/2025 19:13
Kamarkhanda,Sirajganj,24.38,89.65,4G,Moderate,2,5/13/2025 19:22
Kazipur,Sirajganj,24.6417,89.65,4G,Moderate,2,5/13/2025 19:22
Raiganj,Sirajganj,24.5014,89.5347,4G,Good,8,5/13/2025 19:24
Shahzadpur,Sirajganj,24.17,89.58833333,4G,Good,2,5/13/2025 19:31
Sirajganj Sadar,Sirajganj,24.45833,89.7,4G,Low,8,5/13/2025 19:35
Tarash,Sirajganj,24.4333,89.375,Wi-Fi,Low,8,5/13/2025 19:36
Ullapara,Sirajganj,24.3194,89.5667,4G,Good,9,5/13/2025 19:46
Birampur,Dinajpur,25.3783,88.9833,4G,Good,1,5/13/2025 19:48
Birganj,Dinajpur,26,88.5833,4G,Low,9,5/13/2025 19:54
Birol,Dinajpur,25.6333,88.5333,4G,Good,7,5/13/2025 20:02
Bochaganj,Dinajpur,25.8,88.4611,4G,Low,4,5/13/2025 20:22
Chirirbandar,Dinajpur,25.6625,88.7833,4G,Good,8,5/13/2025 20:37
Dinajpur Sadar,Dinajpur,25.6333,88.65,4G,Moderate,1,5/13/2025 20:38
Fulbari,Dinajpur,25.51666667,88.88333333,4G,Low,1,5/13/2025 20:38
Ghoraghat,Dinajpur,25.2458,89.2167,4G,Low,10,5/13/2025 20:41
Hakimpur,Dinajpur,25.2833,89.0167,4G,Low,0,5/13/2025 20:43
Kaharol,Dinajpur,25.7917,88.6,4G,Good,6,5/13/2025 20:47
Khanshama,Dinajpur,25.9278,88.7333,4G,Low,0,5/13/2025 20:59
Nawabganj,Dinajpur,25.4167,89.0833,4G,Good,3,5/13/2025 21:09
Parbatipur,Dinajpur,25.6533,88.9155,4G,Low,9,5/13/2025 21:14
Fulchari,Gaibandha,25.1917,89.6167,4G,Good,8,5/13/2025 21:21
Gaibandha Sadar,Gaibandha,25.325,89.6278,4G,Moderate,7,5/13/2025 21:25
Gobindaganj,Gaibandha,25.1333,89.3917,4G,Moderate,2,5/13/2025 21:43
Palashbari,Gaibandha,25.2833,89.35,4G,Good,0,5/13/2025 22:05
Sadullapur,Gaibandha,25.3833,89.4667,4G,Moderate,10,5/13/2025 22:08
Saghata,Gaibandha,25.1056,89.5861,4G,Moderate,5,5/13/2025 22:10
Sundarganj,Gaibandha,25.56436222,89.51909,4G,Good,6,5/13/2025 22:14
Bhurungamari,Kurigram,26.125,89.6833,4G,Moderate,8,5/13/2025 22:18
Chilmari,Kurigram,25.5667,89.6917,4G,Low,10,5/13/2025 22:19
Fulbari,Kurigram,25.95,89.56666667,4G,Moderate,10,5/13/2025 22:22
Kurigram Sadar,Kurigram,25.8167,89.65,Wi-Fi,Moderate,10,5/13/2025 22:22
Nageswari,Kurigram,25.96,89.74,Wi-Fi,Moderate,9,5/13/2025 22:27
Rajarhat,Kurigram,25.8,89.55,4G,Low,4,5/13/2025 22:28
Char Rajibpur,Kurigram,25.4,89.6917,4G,Moderate,4,5/13/2025 22:57
Rowmari,Kurigram,25.5625,89.85,4G,Moderate,9,5/13/2025 22:57
Ulipur,Kurigram,25.6639,89.6333,4G,Good,8,5/13/2025 23:35
Aditmari,Lalmonirhat,25.925,89.35,4G,Moderate,4,5/13/2025 23:36
Hatibandha,Lalmonirhat,26.1125,89.1333,4G,Low,8,5/13/2025 23:45
Kaliganj,Lalmonirhat,25.9676,89.2068,4G,Moderate,8,5/13/2025 23:57
Lalmonirhat Sadar,Lalmonirhat,25.915,89.45,4G,Low,4,5/14/2025 0:00
Patgram,Lalmonirhat,26.35,89.01666667,4G,Low,4,5/14/2025 0:14
Dimla,Nilphamari,26.16,89,4G,Low,6,5/14/2025 0:25
Domar,Nilphamari,26.1,88.8361,4G,Low,2,5/14/2025 0:27
Jaldhaka,Nilphamari,26.03,88.99,Wi-Fi,Moderate,10,5/14/2025 0:29
Kishoreganj,Nilphamari,25.9111,89.025,4G,Moderate,9,5/14/2025 0:30
Nilphamari Sadar,Nilphamari,25.9417,88.8444,4G,Low,6,5/14/2025 0:36
Sayedpur,Nilphamari,25.7778,88.8917,4G,Moderate,2,5/14/2025 0:49
Atwari,Panchagarh,26.3083,88.4583,Wi-Fi,Low,3,5/14/2025 0:52
Boda,Panchagarh,26.2083,88.5597,4G,Moderate,4,5/14/2025 0:54
Debiganj,Panchagarh,26.1185,88.7592,4G,Moderate,5,5/14/2025 0:54
Panchagarh Sadar,Panchagarh,26.3347,88.5583,4G,Low,7,5/14/2025 0:55
Tetulia,Panchagarh,26.48333333,88.35,4G,Low,10,5/14/2025 0:56
Badarganj,Rangpur,25.66666667,89.05,4G,Low,4,5/14/2025 0:59
Gangachara,Rangpur,25.85,89.2167,4G,Moderate,6,5/14/2025 1:00
Kaunia,Rangpur,25.7708,89.4167,4G,Low,2,5/14/2025 1:02
Mithapukur,Rangpur,25.5417,89.2833,4G,Low,0,5/14/2025 1:06
Pirgacha,Rangpur,25.58,89.4,Wi-Fi,Low,5,5/14/2025 1:08
Pirganj,Rangpur,25.4153,89.3167,4G,Low,1,5/14/2025 1:19
Rangpur Sadar,Rangpur,25.75014,89.23333,4G,Good,6,5/14/2025 1:21
Taraganj,Rangpur,25.79,89.04,4G,Good,7,5/14/2025 1:29
Baliadangi,Thakurgaon,26.1,88.275,4G,Moderate,1,5/14/2025 1:39
Haripur,Thakurgaon,25.8083,88.1417,4G,Moderate,7,5/14/2025 1:50
Pirganj,Thakurgaon,25.8542,88.3667,4G,Low,6,5/14/2025 1:53
Ranisankail,Thakurgaon,25.88833333,88.25166667,4G,Low,8,5/14/2025 2:09
Thakurgaon Sadar,Thakurgaon,26.0208,88.4667,Wi-Fi,Moderate,4,5/14/2025 2:17
Ajmiriganj,Habiganj,24.5472,91.25,4G,Moderate,8,5/14/2025 2:17
Bahubal,Habiganj,24.3556,91.5417,Wi-Fi,Good,8,5/14/2025 2:20
Baniachong,Habiganj,24.5417,91.3333,4G,Moderate,3,5/14/2025 2:31
Chunarughat,Habiganj,24.2,91.51666667,4G,Low,2,5/14/2025 2:34
Habiganj Sadar,Habiganj,24.375,91.4167,4G,Low,8,5/14/2025 2:41
Lakhai,Habiganj,24.2889,91.2167,4G,Moderate,1,5/14/2025 2:44
Madhabpur,Habiganj,24.1028,91.2917,4G,Moderate,5,5/14/2025 2:48
Nabiganj,Habiganj,24.56666667,91.515,4G,Moderate,2,5/14/2025 2:48
Sayestaganj,Habiganj,24.2733003,91.4463813,4G,Low,6,5/14/2025 2:53
Barlekha,Moulvibazar,24.7083,92.2,4G,Good,6,5/14/2025 2:54
Juri,Moulvibazar,24.58006,92.164672,4G,Low,9,5/14/2025 2:58
Kamalganj,Moulvibazar,24.3667,91.8667,4G,Low,3,5/14/2025 3:04
Kulaura,Moulvibazar,24.86833333,92.05916667,4G,Moderate,3,5/14/2025 3:07
Moulvibazar Sadar,Moulvibazar,24.4778,91.7667,4G,Low,4,5/14/2025 3:08
Rajnagar,Moulvibazar,24.51666667,91.86666667,Wi-Fi,Good,3,5/14/2025 3:13
Sreemangal,Moulvibazar,24.3083,91.7333,Wi-Fi,Moderate,6,5/14/2025 3:17
Biswamvarpur,Sunamganj,25.1,91.3,Wi-Fi,Good,8,5/14/2025 3:30
Chatak,Sunamganj,25.0417,91.675,4G,Moderate,7,5/14/2025 3:37
Dakshin Sunamganj,Sunamganj,24.93951,91.41359,4G,Moderate,6,5/14/2025 3:40
Derai,Sunamganj,24.79,91.35,4G,Moderate,7,5/14/2025 3:44
Dharmapasha,Sunamganj,24.9,91.0167,4G,Low,10,5/14/2025 3:57
Dowarabazar,Sunamganj,25.05,91.5667,4G,Low,9,5/14/2025 3:58
Jagannathpur,Sunamganj,24.76666667,91.55,4G,Low,1,5/14/2025 4:02
Jamalganj,Sunamganj,24.9833,91.2333,4G,Moderate,3,5/14/2025 4:06
Sulla,Sunamganj,24.6264,91.25,4G,Low,3,5/14/2025 4:09
Sunamganj Sadar,Sunamganj,25.06666667,91.4,4G,Low,5,5/14/2025 4:11
Tahirpur,Sunamganj,25.0917,91.175,4G,Good,5,5/14/2025 4:13
Balaganj,Sylhet,24.6667,91.8333,4G,Low,7,5/14/2025 4:17
Beanibazar,Sylhet,24.825,92.1625,4G,Low,5,5/14/2025 4:19
Biswanath,Sylhet,24.8083,91.7639,Wi-Fi,Good,8,5/14/2025 4:20
Companiganj,Sylhet,25.0791,91.7542,4G,Moderate,9,5/14/2025 4:29
Dakshin Surma,Sylhet,24.803,91.914,Wi-Fi,Moderate,9,5/14/2025 4:30
Fenchuganj,Sylhet,24.7083,91.9403,4G,Good,9,5/14/2025 4:33
Golapganj,Sylhet,24.8583,92.0208,4G,Good,0,5/14/2025 4:35
Gowainghat,Sylhet,25.08,91.97,Wi-Fi,Good,0,5/14/2025 4:40
Jointiapur,Sylhet,25.125,92.1167,4G,Good,10,5/14/2025 4:42
Kanaighat,Sylhet,25.0166,92.2472,4G,Low,7,5/14/2025 4:42
Osmaninagar,Sylhet,24.718244,91.74657,4G,Low,3,5/14/2025 4:56
Sylhet Sadar,Sylhet,24.8917,91.8833,4G,Good,9,5/14/2025 5:01
Zakiganj,Sylhet,24.8778,92.3722,4G,Good,2,5/14/2025 5:02
Gournadi,Barishal,22.9736,90.2306,4G,Moderate,1,5/14/2025 5:06
Kawkhali,Pirojpur,22.625799,88.443123,3G/2G,Moderate,2,5/14/2025 5:06
Mathbaria,Pirojpur,22.2869,89.9667,3G/2G,Moderate,7,5/14/2025 5:08
Nazirpur,Pirojpur,22.77,89.98,3G/2G,Good,6,5/14/2025 5:09
Nesarabad,Pirojpur,22.7472,90.1036,3G/2G,Moderate,0,5/14/2025 5:11
Pirojpur Sadar,Pirojpur,22.5778,89.99,3G/2G,Moderate,9,5/14/2025 5:13
Zianagar,Pirojpur,22.4858,89.9603,3G/2G,Low,6,5/14/2025 5:24
Akhaura,Brahmanbaria,23.8833,91.2166,3G/2G,Low,4,5/14/2025 5:45
Ashuganj,Brahmanbaria,24.0366,91.005,3G/2G,Moderate,0,5/14/2025 5:52
Brahmanbaria Sadar,Brahmanbaria,23.9528,91.1167,3G/2G,Moderate,4,5/14/2025 5:53
Bancharampur,Brahmanbaria,23.7778,90.8083,3G/2G,Moderate,4,5/14/2025 5:58
Bijoynagar,Brahmanbaria,24.0211,91.2797,3G/2G,Low,6,5/14/2025 6:04
Kasba,Brahmanbaria,23.7333,91.1667,3G/2G,Moderate,9,5/14/2025 6:11
Nabinagar,Brahmanbaria,23.8833,90.9833,3G/2G,Moderate,0,5/14/2025 6:25
Nasirnagar,Brahmanbaria,24.1065,91.195,3G/2G,Low,3,5/14/2025 6:26
Sarail,Brahmanbaria,24.09247222,91.11977778,3G/2G,Good,10,5/14/2025 6:29
Alikadam,Bandarban,21.6667,92.3056,3G/2G,Good,5,5/14/2025 6:37
Bandarban Sadar,Bandarban,22.2333,92.1917,3G/2G,Low,0,5/14/2025 6:47
Lama,Bandarban,21.775,92.2,3G/2G,Moderate,1,5/14/2025 6:49
Naikhongchhari,Bandarban,21.4167,92.1833,3G/2G,Low,0,5/14/2025 6:50
Rowangchari,Bandarban,22.1667,92.3333,3G/2G,Good,3,5/14/2025 7:01
Ruma,Bandarban,22.05,92.4167,3G/2G,Low,4,5/14/2025 7:03
Thanchi,Bandarban,21.7861,92.4278,3G/2G,Low,8,5/14/2025 7:17
Chandpur Sadar,Chandpur,23.2139,90.6361,3G/2G,Moderate,7,5/14/2025 7:24
Faridganj,Chandpur,23.125,90.7486,3G/2G,Moderate,7,5/14/2025 7:40
Haimchar,Chandpur,23.0667,90.6375,3G/2G,Low,1,5/14/2025 7:42
Hajiganj,Chandpur,23.25,90.85,3G/2G,Good,0,5/14/2025 7:46
Kachua,Chandpur,23.35,90.8917,3G/2G,Good,7,5/14/2025 7:47
Matlab (Dakshin),Chandpur,23.35,90.7083,3G/2G,Low,5,5/14/2025 7:58
Matlab (Uttar),Chandpur,23.45,90.63,3G/2G,Good,0,5/14/2025 8:01
Shahrasti,Chandpur,23.2222,90.95,3G/2G,Good,0,5/14/2025 8:10
Anwara,Chittagong,22.2167,91.9111,Wi-Fi,Moderate,1,5/14/2025 8:11
Banskhali,Chittagong,22.025,91.955,3G/2G,Good,6,5/14/2025 8:28
Boalkhali,Chittagong,22.3778,91.9208,3G/2G,Low,9,5/14/2025 8:36
Chandanish,Chittagong,22.2111,92.0417,3G/2G,Moderate,6,5/14/2025 8:39
Fatikchari,Chittagong,22.75,91.74,3G/2G,Moderate,6,5/14/2025 8:44
Karnaphuli,Chittagong,22.3,91.9,3G/2G,Moderate,5,5/14/2025 8:49
Lohagara,Chittagong,22.0083,92.1056,3G/2G,Moderate,8,5/14/2025 8:49
Mirsharai,Chittagong,22.7722,91.575,3G/2G,Moderate,3,5/14/2025 8:57
Patiya,Chittagong,22.3,91.9833,3G/2G,Moderate,5,5/14/2025 9:05
Rangunia,Chittagong,22.4667,92.0833,3G/2G,Low,8,5/14/2025 9:07
Raozan,Chittagong,22.5333,91.9333,Wi-Fi,Moderate,7,5/14/2025 9:13
Sandwip,Chittagong,22.4833,91.4417,Wi-Fi,Low,6,5/14/2025 9:14
Satkania,Chittagong,22.08833333,92.085,3G/2G,Good,3,5/14/2025 9:17
Sitakunda,Chittagong,22.61666667,91.66166667,3G/2G,Low,10,5/14/2025 9:23
Chakoria,Cox'S Bazar,21.7861,92.0778,3G/2G,Good,7,5/14/2025 9:39
Cox's Bazar Sadar,Cox'S Bazar,21.45,91.9833,3G/2G,Low,3,5/14/2025 9:50
Kutubdia,Cox'S Bazar,21.8167,91.8583,3G/2G,Low,0,5/14/2025 9:56
Moheshkhali,Cox'S Bazar,21.55,91.95,3G/2G,Moderate,6,5/14/2025 9:57
Pekua,Cox'S Bazar,21.825,91.975,3G/2G,Good,0,5/14/2025 10:00
Ramu,Cox'S Bazar,21.45833333,92.1,Wi-Fi,Moderate,9,5/14/2025 10:15
Teknaf,Cox'S Bazar,20.8667,92.3,3G/2G,Good,8,5/14/2025 10:17
Ukhiya,Cox'S Bazar,21.22,92.12,Wi-Fi,Low,1,5/14/2025 10:48
Barura,Cumilla,23.375,91.0583,3G/2G,Low,6,5/14/2025 10:52
Brahmanpara,Cumilla,23.6167,91.1083,3G/2G,Moderate,0,5/14/2025 10:58
Burichong,Cumilla,23.55,91.12666667,3G/2G,Moderate,7,5/14/2025 11:09
Chandina,Cumilla,23.4833,91.0083,3G/2G,Low,8,5/14/2025 11:15
Chauddagram,Cumilla,23.22,91.3,3G/2G,Moderate,7,5/14/2025 11:17
Cumilla Sadar,Cumilla,23.4583,91.1833,3G/2G,Moderate,7,5/14/2025 11:27
Cumilla Sadar Daksin,Cumilla,23.3667,91.2,3G/2G,Good,7,5/14/2025 11:33
Daudkandi,Cumilla,23.5333,90.7167,Wi-Fi,Moderate,2,5/14/2025 11:39
Debidwar,Cumilla,23.6,90.9917,3G/2G,Moderate,9,5/14/2025 11:42
Homna,Cumilla,23.6833,90.7917,3G/2G,Low,6,5/14/2025 11:46
Laksham,Cumilla,23.24666667,91.12833333,3G/2G,Moderate,5,5/14/2025 11:47
Lalmai,Cumilla,23.36002,91.15254,3G/2G,Good,9,5/14/2025 11:54
Meghna,Cumilla,23.627,90.7037,3G/2G,Low,6,5/14/2025 11:56
Monohorganj,Cumilla,23.1667,91.0667,3G/2G,Good,6,5/14/2025 12:03
Muradnagar,Cumilla,23.6385,90.9325,3G/2G,Good,4,5/14/2025 12:04
Nangalkot,Cumilla,23.13,91.22,3G/2G,Low,9,5/14/2025 12:07
Titas,Cumilla,23.6,90.7667,3G/2G,Good,1,5/14/2025 12:10
Chhagalniya,Feni,23.0361,91.5194,3G/2G,Moderate,10,5/14/2025 12:21
Daganbhuiyan,Feni,22.9375,91.3042,3G/2G,Low,2,5/14/2025 12:22
Amtali,Barguna,22.1294,90.2289,3G/2G,Good,1,5/14/2025 12:24
Bamna,Barguna,22.3014,90.1,3G/2G,Low,7,5/14/2025 12:28
Barguna Sadar,Barguna,22.1508,90.1264,3G/2G,Good,3,5/14/2025 12:31
Betagi,Barguna,22.4167,90.1681,3G/2G,Good,1,5/14/2025 12:32
Patharghata,Barguna,22.03333333,89.96666667,3G/2G,Good,7,5/14/2025 12:40
Taltali,Barguna,22.00146,90.00295,3G/2G,Good,2,5/14/2025 12:42
Agailjhara,Barishal,22.9667,90.15,3G/2G,Low,4,5/14/2025 12:50
Babuganj,Barishal,22.8319,90.3222,Wi-Fi,Moderate,2,5/14/2025 12:50
Bakerganj,Barishal,22.55,90.3389,3G/2G,Moderate,5,5/14/2025 12:51
Banaripara,Barishal,22.7819,90.1667,3G/2G,Good,4,5/14/2025 12:58
Barishal Sadar,Barishal,22.7,90.3667,3G/2G,Low,5,5/14/2025 13:01
Hizla,Barishal,22.9,90.5083,3G/2G,Good,1,5/14/2025 13:05
Mehendiganj,Barishal,22.8319,90.5333,3G/2G,Low,7,5/14/2025 13:08
Muladi,Barishal,22.915,90.415,3G/2G,Low,2,5/14/2025 13:11
Uzirpur,Barishal,22.8111,90.2444,3G/2G,Moderate,7,5/14/2025 13:23
Bhola-S,Bhola,22.6903,90.6525,3G/2G,Low,9,5/14/2025 13:32
Borhanuddin,Bhola,22.5,90.7217,3G/2G,Moderate,8,5/14/2025 13:33
Charfassion,Bhola,22.1847,90.7625,Wi-Fi,Good,6,5/14/2025 13:35
Daulatkhan,Bhola,22.6069,90.7358,3G/2G,Moderate,0,5/14/2025 14:01
Lalmohan,Bhola,22.3211,90.7472,3G/2G,Low,4,5/14/2025 14:09
Monpura,Bhola,22.2986,90.9792,3G/2G,Good,5,5/14/2025 14:11
Tazumuddin,Bhola,22.4167,90.8486,3G/2G,Low,10,5/14/2025 14:19
Jhalokathi Sadar,Jhalokathi,22.6406,90.19868,Wi-Fi,Low,9,5/14/2025 14:19
Kathalia,Jhalokathi,22.4,90.125,3G/2G,Low,0,5/14/2025 14:23
Nalchity,Jhalokathi,22.6222,90.2708,3G/2G,Low,3,5/14/2025 14:25
Rajapur,Jhalokathi,22.5667,90.1417,3G/2G,Moderate,5,5/14/2025 14:43
Bauphal,Patuakhali,22.45,90.53,3G/2G,Moderate,4,5/14/2025 14:43
Dashmina,Patuakhali,22.2833,90.5903,3G/2G,Low,1,5/14/2025 14:49
Dumki,Patuakhali,22.43333333,90.36666667,3G/2G,Good,10,5/14/2025 15:00
Galachipa,Patuakhali,22.1639,90.4306,3G/2G,Low,6,5/14/2025 15:03
Kalapara,Patuakhali,21.9861,90.2422,Wi-Fi,Low,8,5/14/2025 15:05
Mirzaganj,Patuakhali,22.36,90.22,Wi-Fi,Low,6,5/14/2025 15:07
Patuakhali Sadar,Patuakhali,22.3542,90.3181,3G/2G,Low,7,5/14/2025 15:16
Rangabali,Patuakhali,21.9333,90.4333,3G/2G,Low,4,5/14/2025 15:39
Bhandaria,Pirojpur,22.4889,90.0733,3G/2G,Low,3,5/14/2025 15:39
Hathazari,Chittagong,22.51666667,91.8,3G/2G,Moderate,5,5/14/2025 15:42
Feni Sadar,Feni,23.0167,91.3917,3G/2G,Moderate,4,5/14/2025 15:49
Fulgazi,Feni,23.13333333,91.43333333,Wi-Fi,Moderate,4,5/14/2025 15:52
Porshuram,Feni,23.21666667,91.44166667,3G/2G,Moderate,8,5/14/2025 16:04
Sonagazi,Feni,22.85,91.3917,3G/2G,Moderate,6,5/14/2025 16:06
Dighinala,Khagrachari,23.2583,92.0583,3G/2G,Low,7,5/14/2025 16:07
Guimara,Khagrachari,22.9604,91.8695,3G/2G,Good,6,5/14/2025 16:18
Khagrachari Sadar,Khagrachari,23.0417,91.9944,3G/2G,Low,1,5/14/2025 16:18
Laxmichari,Khagrachari,22.81,91.94,3G/2G,Moderate,7,5/14/2025 16:24
Mahalchari,Khagrachari,22.92,92.025,3G/2G,Low,8,5/14/2025 16:29
Manikchari,Khagrachari,22.8347,91.8361,3G/2G,Low,6,5/14/2025 16:36
Matiranga,Khagrachari,23.0417,91.875,3G/2G,Low,8,5/14/2025 16:52
Panchari,Khagrachari,23.3,91.88,3G/2G,Moderate,9,5/14/2025 16:55
Ramgarh,Khagrachari,22.9667,91.7,3G/2G,Moderate,4,5/14/2025 16:59
Komol Nagar, Laxmipur,22.73,90.88,3G/2G,Low,3,5/14/2025 17:14
 Laxmipur Sadar, Laxmipur,22.95,90.825,3G/2G,Low,7,5/14/2025 17:30
Raipur, Laxmipur,23.0333,90.775,3G/2G,Moderate,0,5/14/2025 17:32
Ramganj, Laxmipur,23.105,90.875,3G/2G,Low,5,5/14/2025 17:37
Ramgati, Laxmipur,22.72,90.89,3G/2G,Good,6,5/14/2025 17:41
Begumganj,Noakhali,22.95,91.1,3G/2G,Moderate,9,5/14/2025 17:42
Chatkhil,Noakhali,23.05,90.9583,3G/2G,Good,6,5/14/2025 17:59
Companiganj,Noakhali,22.875,91.2833,3G/2G,Moderate,7,5/14/2025 17:59
Hatiya,Noakhali,22.3667,91.125,3G/2G,Low,9,5/14/2025 18:54
Kabir Hat,Noakhali,22.8333,91.2,3G/2G,Low,9,5/14/2025 18:59
Noakhali Sadar,Noakhali,22.8256,91.1014,3G/2G,Good,1,5/14/2025 19:01
Senbag,Noakhali,23,91.23,Wi-Fi,Low,6,5/14/2025 19:12
Sonaimuri,Noakhali,23.03833333,91.10833333,3G/2G,Low,8,5/14/2025 19:15
Subarna Char,Noakhali,22.6833,91.11,3G/2G,Low,6,5/14/2025 19:18
Baghaichari,Rangamati,23.15,92.1917,3G/2G,Moderate,10,5/14/2025 19:22
Barkal,Rangamati,22.7333,92.3583,3G/2G,Good,10,5/14/2025 19:24
Belaichari,Rangamati,22.4667,92.375,3G/2G,Low,1,5/14/2025 19:33
Juraichari,Rangamati,22.6667,92.3833,3G/2G,Moderate,3,5/14/2025 19:37
Kaptai,Rangamati,22.5,92.2167,3G/2G,Low,1,5/14/2025 19:39
Kaukhali,Rangamati,22.5333,92.0167,3G/2G,Low,10,5/14/2025 19:45
Langadu,Rangamati,22.95,92.15,3G/2G,Moderate,0,5/14/2025 19:55
Nanniarchar,Rangamati,22.8583,92.1167,3G/2G,Low,3,5/14/2025 19:55
Rajosthali,Rangamati,22.3833,92.2417,3G/2G,Good,10,5/14/2025 19:56
Rangamati Sadar,Rangamati,22.65,92.1833,Wi-Fi,Low,5,5/14/2025 19:57
Dhamrai,Dhaka,23.90833333,90.21666667,3G/2G,Low,0,5/14/2025 20:09
